root,subkey,count
HKEY_CLASSES_ROOT,BDATuner.DVBTuningSpace,1
HKEY_CLASSES_ROOT,BDATuner.DVBTuningSpace.1,1
HKEY_CLASSES_ROOT,BDATuner.ISDBSLocator,1
HKEY_CLASSES_ROOT,BDATuner.ISDBSLocator.1,1
HKEY_CLASSES_ROOT,BDATuner.LanguageComponentType,1
HKEY_CLASSES_ROOT,BDATuner.LanguageComponentType.1,1
HKEY_CLASSES_ROOT,BDATuner.MPEG2Component,1
HKEY_CLASSES_ROOT,BDATuner.MPEG2Component.1,1
HKEY_CLASSES_ROOT,BDATuner.MPEG2ComponentType,1
HKEY_CLASSES_ROOT,BDATuner.MPEG2ComponentType.1,1
HKEY_CLASSES_ROOT,BDATuner.MPEG2TuneRequest,1
HKEY_CLASSES_ROOT,BDATuner.MPEG2TuneRequest.1,1
HKEY_CLASSES_ROOT,BDATuner.MPEG2TuneRequestFactory,1
HKEY_CLASSES_ROOT,BDATuner.MPEG2TuneRequestFactory.1,1
HKEY_CLASSES_ROOT,BDATuner.SystemTuningSpaces,1
HKEY_CLASSES_ROOT,BDATuner.SystemTuningSpaces.1,1
HKEY_CLASSES_ROOT,BdeUISrv.BDEUILauncher,2
HKEY_CLASSES_ROOT,BdeUISrv.BDEUILauncher.1,1
HKEY_CLASSES_ROOT,Behavior.Microsoft.DXTFilterBehavior,2
HKEY_CLASSES_ROOT,Behavior.Microsoft.DXTFilterBehavior.1,1
HKEY_CLASSES_ROOT,BehaviorFactory.Microsoft.DXTFilterFactory,2
HKEY_CLASSES_ROOT,BehaviorFactory.Microsoft.DXTFilterFactory.1,1
HKEY_CLASSES_ROOT,bidispl.bidirequest,2
HKEY_CLASSES_ROOT,bidispl.bidirequest.1,1
HKEY_CLASSES_ROOT,bidispl.bidirequestcontainer,2
HKEY_CLASSES_ROOT,bidispl.bidirequestcontainer.1,1
HKEY_CLASSES_ROOT,bidispl.bidispl,2
HKEY_CLASSES_ROOT,bidispl.bidispl.1,1
HKEY_CLASSES_ROOT,bingmaps,0
HKEY_CLASSES_ROOT,bingweather,0
HKEY_CLASSES_ROOT,blendfile,2
HKEY_CLASSES_ROOT,Blizzv1,1
HKEY_CLASSES_ROOT,BMPFilter.CoBMPFilter,1
HKEY_CLASSES_ROOT,BMPFilter.CoBMPFilter.1,1
HKEY_CLASSES_ROOT,BOOTSTRAP,0
HKEY_CLASSES_ROOT,breezipopenpdf,0
HKEY_CLASSES_ROOT,breezipowcm,0
HKEY_CLASSES_ROOT,brmFile,2
HKEY_CLASSES_ROOT,BrowserBroker.BrowserBroker,2
HKEY_CLASSES_ROOT,BrowserBroker.BrowserBroker.1,1
HKEY_CLASSES_ROOT,Byot.ByotServerEx,1
HKEY_CLASSES_ROOT,CABFolder,3
HKEY_CLASSES_ROOT,CADdirect.dwg.drawing.23.PRO.ENG.x64,3
HKEY_CLASSES_ROOT,calculator,0
HKEY_CLASSES_ROOT,callto,0
HKEY_CLASSES_ROOT,campfile,2
HKEY_CLASSES_ROOT,CAO.DbConnect.20,1
HKEY_CLASSES_ROOT,CAO.KeyDescriptions.20,1
HKEY_CLASSES_ROOT,CAO.KeyValues.20,1
HKEY_CLASSES_ROOT,capcut,1
HKEY_CLASSES_ROOT,CATFile,2
HKEY_CLASSES_ROOT,Catsrv.CatalogServer,1
HKEY_CLASSES_ROOT,CCWU.ComCallWrapper,2
HKEY_CLASSES_ROOT,CCWU.ComCallWrapper.1,1
HKEY_CLASSES_ROOT,cdafile,0
HKEY_CLASSES_ROOT,cdc_auto_file,1
HKEY_CLASSES_ROOT,cdmpfile,2
HKEY_CLASSES_ROOT,CDO.Configuration,2
HKEY_CLASSES_ROOT,CDO.Configuration.1,1
HKEY_CLASSES_ROOT,CDO.DropDirectory,2
HKEY_CLASSES_ROOT,CDO.DropDirectory.1,1
HKEY_CLASSES_ROOT,CDO.Message,2
HKEY_CLASSES_ROOT,CDO.Message.1,1
HKEY_CLASSES_ROOT,CDO.NNTPEarlyConnector,2
HKEY_CLASSES_ROOT,CDO.NNTPEarlyConnector.1,1
HKEY_CLASSES_ROOT,CDO.NNTPFinalConnector,2
HKEY_CLASSES_ROOT,CDO.NNTPFinalConnector.1,1
HKEY_CLASSES_ROOT,CDO.NNTPPostConnector,2
HKEY_CLASSES_ROOT,CDO.NNTPPostConnector.1,1
HKEY_CLASSES_ROOT,CDO.SMTPConnector,2
HKEY_CLASSES_ROOT,CDO.SMTPConnector.1,1
HKEY_CLASSES_ROOT,CDO.SS_NNTPOnPostEarlySink,2
HKEY_CLASSES_ROOT,CDO.SS_NNTPOnPostEarlySink.1,1
HKEY_CLASSES_ROOT,CDO.SS_NNTPOnPostFinalSink,2
HKEY_CLASSES_ROOT,CDO.SS_NNTPOnPostFinalSink.1,1
HKEY_CLASSES_ROOT,CDO.SS_NNTPOnPostSink,2
HKEY_CLASSES_ROOT,CDO.SS_NNTPOnPostSink.1,1
HKEY_CLASSES_ROOT,CDO.SS_SMTPOnArrivalSink,2
HKEY_CLASSES_ROOT,CDO.SS_SMTPOnArrivalSink.1,1
HKEY_CLASSES_ROOT,CEIPLuaElevationHelper,1
HKEY_CLASSES_ROOT,CellularAPI,2
HKEY_CLASSES_ROOT,CellularAPI.1,1
HKEY_CLASSES_ROOT,CellularAPI_OEM,2
HKEY_CLASSES_ROOT,CellularAPI_OEM.1,1
HKEY_CLASSES_ROOT,CellularSettings,1
HKEY_CLASSES_ROOT,CERFile,2
HKEY_CLASSES_ROOT,CertificateAuthority.Config,1
HKEY_CLASSES_ROOT,CertificateAuthority.Config.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeAltName,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeAltName.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeBitString,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeBitString.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeCRLDistInfo,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeCRLDistInfo.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeDateArray,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeDateArray.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeLongArray,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeLongArray.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeStringArray,1
HKEY_CLASSES_ROOT,CertificateAuthority.EncodeStringArray.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.GetConfig,1
HKEY_CLASSES_ROOT,CertificateAuthority.GetConfig.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.Request,1
HKEY_CLASSES_ROOT,CertificateAuthority.Request.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.ServerExit,1
HKEY_CLASSES_ROOT,CertificateAuthority.ServerExit.1,1
HKEY_CLASSES_ROOT,CertificateAuthority.ServerPolicy,1
HKEY_CLASSES_ROOT,CertificateAuthority.ServerPolicy.1,1
HKEY_CLASSES_ROOT,certificatefile,0
HKEY_CLASSES_ROOT,CertificateStore,0
HKEY_CLASSES_ROOT,CertificateStoreFile,1
HKEY_CLASSES_ROOT,certificate_wab_auto_file,2
HKEY_CLASSES_ROOT,CfgComp.CfgComp,1
HKEY_CLASSES_ROOT,CfgComp.CfgComp.1,1
HKEY_CLASSES_ROOT,CFmIfsEngine.CFmIfsEngine,2
HKEY_CLASSES_ROOT,CFmIfsEngine.CFmIfsEngine.1,1
HKEY_CLASSES_ROOT,chkfile,0
HKEY_CLASSES_ROOT,chm.file,2
HKEY_CLASSES_ROOT,ChromeHTML,3
HKEY_CLASSES_ROOT,ChromePDF,3
HKEY_CLASSES_ROOT,CID,4
HKEY_CLASSES_ROOT,CID.Local,5
HKEY_CLASSES_ROOT,CImeCommentServerPlugInLocal,2
HKEY_CLASSES_ROOT,CImeCommentServerPlugInLocal.15,1
HKEY_CLASSES_ROOT,CImeDictAPIBlockBinder,2
HKEY_CLASSES_ROOT,CImeDictAPIBlockBinder.15,1
HKEY_CLASSES_ROOT,CImeDictAPIDictionaryList,2
HKEY_CLASSES_ROOT,CImeDictAPIDictionaryList.15,1
HKEY_CLASSES_ROOT,CImeDictAPILexiconBuilder,2
HKEY_CLASSES_ROOT,CImeDictAPILexiconBuilder.15,1
HKEY_CLASSES_ROOT,CImeDictAPILocalWordComment,2
HKEY_CLASSES_ROOT,CImeDictAPILocalWordComment.15,1
HKEY_CLASSES_ROOT,CImeDictAPIWebServiceComment,2
HKEY_CLASSES_ROOT,CImeDictAPIWebServiceComment.15,1
HKEY_CLASSES_ROOT,Classes,1
HKEY_CLASSES_ROOT,CleanPC,0
HKEY_CLASSES_ROOT,ClientCaps.ClientCaps,1
HKEY_CLASSES_ROOT,ClientCaps.ClientCaps.1,1
HKEY_CLASSES_ROOT,ClientCertificateInstall,0
HKEY_CLASSES_ROOT,CloudBackedFile,1
HKEY_CLASSES_ROOT,CLRMetaData.CLRRuntimeHost,1
HKEY_CLASSES_ROOT,CLRMetaData.CLRRuntimeHost.1,1
HKEY_CLASSES_ROOT,CLRMetaData.CLRRuntimeHost.2,1
HKEY_CLASSES_ROOT,CLRMetaData.CorMetaDataDispenser,1
HKEY_CLASSES_ROOT,CLRMetaData.CorMetaDataDispenser.2,1
HKEY_CLASSES_ROOT,CLRMetaData.CorMetaDataDispenserRuntime,1
HKEY_CLASSES_ROOT,CLRMetaData.CorMetaDataDispenserRuntime.2,1
HKEY_CLASSES_ROOT,CLRMetaData.CorRuntimeHost,1
HKEY_CLASSES_ROOT,CLRMetaData.CorRuntimeHost.2,1
HKEY_CLASSES_ROOT,CLSID,13738
HKEY_CLASSES_ROOT,cmdfile,3
HKEY_CLASSES_ROOT,Cmiv2.CmiFactory,2
HKEY_CLASSES_ROOT,Cmiv2.CmiFactory.2,1
HKEY_CLASSES_ROOT,CMPolicy,1
HKEY_CLASSES_ROOT,CMPolicyEnterprise,1
HKEY_CLASSES_ROOT,CM_CellularEntries,1
HKEY_CLASSES_ROOT,CM_ProxyEntries,1
HKEY_CLASSES_ROOT,com.clipchamp.app,0
HKEY_CLASSES_ROOT,com.microsoft.3dviewer,0
HKEY_CLASSES_ROOT,COMAdmin.COMAdminCatalog,1
HKEY_CLASSES_ROOT,COMAdmin.COMAdminCatalog.1,1
HKEY_CLASSES_ROOT,COMEXPS.CTrkEvntListener,1
HKEY_CLASSES_ROOT,comfile,3
HKEY_CLASSES_ROOT,CommandMessage,1
HKEY_CLASSES_ROOT,CommonServiceLocator.ActivationException,1
HKEY_CLASSES_ROOT,CompatContextMenu.CompatContextMenu,1
HKEY_CLASSES_ROOT,CompatContextMenu.CompatContextMenu.1,1
HKEY_CLASSES_ROOT,CompleteR16PlotConfigurationFile,2
HKEY_CLASSES_ROOT,ComPlusDebug.CorDebug,1
HKEY_CLASSES_ROOT,ComPlusDebug.CorDebug.1,0
HKEY_CLASSES_ROOT,ComPlusDebug.CorpubPublish,2
HKEY_CLASSES_ROOT,ComPlusDebug.CorpubPublish.1,1
HKEY_CLASSES_ROOT,Component Categories,31
HKEY_CLASSES_ROOT,CompressedFolder,4
HKEY_CLASSES_ROOT,COMSNAP.COMNSView,1
HKEY_CLASSES_ROOT,COMSNAP.COMNSView.1,1
HKEY_CLASSES_ROOT,COMSNAP.ComponentDataImpl,1
HKEY_CLASSES_ROOT,COMSNAP.ComponentDataImpl.1,1
HKEY_CLASSES_ROOT,COMSNAP.ComponentServicesExtensionSnapin,1
HKEY_CLASSES_ROOT,COMSNAP.ComponentServicesExtensionSnapin.1,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionContextMenu,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionContextMenu.1,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionNotify,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionNotify.1,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionPropPages,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionPropPages.1,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionSetContextMenu,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionSetContextMenu.1,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionSetPropPages,1
HKEY_CLASSES_ROOT,COMSNAP.CPartitionSetPropPages.1,1
HKEY_CLASSES_ROOT,COMSNAP.CUserPropPages,1
HKEY_CLASSES_ROOT,COMSNAP.CUserPropPages.1,1
HKEY_CLASSES_ROOT,COMSNAP.SnapinAboutImpl,1
HKEY_CLASSES_ROOT,COMSNAP.SnapinAboutImpl.1,1
HKEY_CLASSES_ROOT,COMSVCS.CServiceConfig,1
HKEY_CLASSES_ROOT,COMSVCS.CServiceConfig.1,1
HKEY_CLASSES_ROOT,COMSVCS.TrackerServer,1
HKEY_CLASSES_ROOT,ConflictFolder,1
HKEY_CLASSES_ROOT,ConsolePower.ConsolePower,2
HKEY_CLASSES_ROOT,ConsolePower.ConsolePower.1,1
HKEY_CLASSES_ROOT,contact_wab_auto_file,3
HKEY_CLASSES_ROOT,ContentDirectory.container,0
HKEY_CLASSES_ROOT,ContentDirectory.container.album.musicAlbum,0
HKEY_CLASSES_ROOT,ContentDirectory.item.audioItem,1
HKEY_CLASSES_ROOT,ContentDirectory.item.imageItem,1
HKEY_CLASSES_ROOT,ContentDirectory.item.videoItem,1
HKEY_CLASSES_ROOT,Control.TaskSymbol,2
HKEY_CLASSES_ROOT,Control.TaskSymbol.1,1
HKEY_CLASSES_ROOT,Coolcam,1
HKEY_CLASSES_ROOT,CorRegistration.CorFltr,1
HKEY_CLASSES_ROOT,CorRegistration.CorFltr.1,1
HKEY_CLASSES_ROOT,CorRegistration.CorIESecurityManager,1
HKEY_CLASSES_ROOT,CorRegistration.CorIESecurityManager.1,1
HKEY_CLASSES_ROOT,CorrEngine.CorrelationEngine,2
HKEY_CLASSES_ROOT,CorrEngine.CorrelationEngine.1,1
HKEY_CLASSES_ROOT,CorSymBinder_SxS,1
HKEY_CLASSES_ROOT,CorSymReader_SxS,1
HKEY_CLASSES_ROOT,CorSymWriter_SxS,1
HKEY_CLASSES_ROOT,CorTransientLoader.CorLoad,1
HKEY_CLASSES_ROOT,CorTransientLoader.CorLoad.1,1
HKEY_CLASSES_ROOT,CplExt.DAXAPOPropPage,2
HKEY_CLASSES_ROOT,CplExt.DAXAPOPropPage.1,1
HKEY_CLASSES_ROOT,CplExt.DolbyDAX2APOPropPage,2
HKEY_CLASSES_ROOT,CplExt.DolbyDAX2APOPropPage.1,1
HKEY_CLASSES_ROOT,CplExt.ExtDspPropPage,2
HKEY_CLASSES_ROOT,CplExt.ExtDspPropPage.1,1
HKEY_CLASSES_ROOT,cplfile,1
HKEY_CLASSES_ROOT,CRLFile,2
HKEY_CLASSES_ROOT,CryptPKO.CryptPKO,1
HKEY_CLASSES_ROOT,CryptPKO.CryptPKO.1,1
HKEY_CLASSES_ROOT,CryptSig.CryptSig,1
HKEY_CLASSES_ROOT,CryptSig.CryptSig.1,1
HKEY_CLASSES_ROOT,csc,1
HKEY_CLASSES_ROOT,CSharpAnalytics.Activities.TransactionActivity,1
HKEY_CLASSES_ROOT,CSharpAnalytics.AnalyticsConstants,1
HKEY_CLASSES_ROOT,CSharpAnalytics.Network.HttpClientRequester,1
HKEY_CLASSES_ROOT,CSharpAnalytics.Protocols.Measurement.MeasurementAnalyticsClient,1
HKEY_CLASSES_ROOT,CSharpAnalytics.Sessions.SessionState,1
HKEY_CLASSES_ROOT,CSharpAnalytics.WinFormAutoMeasurement,1
HKEY_CLASSES_ROOT,Csp16,1
HKEY_CLASSES_ROOT,CspLte,1
HKEY_CLASSES_ROOT,CSSfile,1
HKEY_CLASSES_ROOT,CTapiLuaLib,1
HKEY_CLASSES_ROOT,CTapiLuaLib.1,1
HKEY_CLASSES_ROOT,CTREEVIEW.CTreeViewCtrl.1,1
HKEY_CLASSES_ROOT,cttunesvr.CtTuner,2
HKEY_CLASSES_ROOT,cttunesvr.CtTuner.1,1
HKEY_CLASSES_ROOT,curfile,1
HKEY_CLASSES_ROOT,daap,0
HKEY_CLASSES_ROOT,DAO.DBEngine.36,1
HKEY_CLASSES_ROOT,DAO.Field.36,1
HKEY_CLASSES_ROOT,DAO.Group.36,1
HKEY_CLASSES_ROOT,DAO.Index.36,1
HKEY_CLASSES_ROOT,DAO.PrivateDBEngine.36,1
HKEY_CLASSES_ROOT,DAO.QueryDef.36,1
HKEY_CLASSES_ROOT,DAO.Relation.36,1
HKEY_CLASSES_ROOT,DAO.TableDef.36,1
HKEY_CLASSES_ROOT,DAO.User.36,1
HKEY_CLASSES_ROOT,DataLinks,1
HKEY_CLASSES_ROOT,datasource.ComAppxDataSourceFactory Class,2
HKEY_CLASSES_ROOT,datasource.ComAppxDataSourceFactory.1,1
HKEY_CLASSES_ROOT,dbfile,1
HKEY_CLASSES_ROOT,DBROWPRX.AsProxy,2
HKEY_CLASSES_ROOT,DBROWPRX.AsProxy.1,1
HKEY_CLASSES_ROOT,DBROWPRX.AsServer,2
HKEY_CLASSES_ROOT,DBROWPRX.AsServer.1,1
HKEY_CLASSES_ROOT,DBRSTPRX.AsProxy,2
HKEY_CLASSES_ROOT,DBRSTPRX.AsProxy.1,1
HKEY_CLASSES_ROOT,DBRSTPRX.AsServer,2
HKEY_CLASSES_ROOT,DBRSTPRX.AsServer.1,1
HKEY_CLASSES_ROOT,DB_Open_dbd,1
HKEY_CLASSES_ROOT,DB_Open_dbop,1
HKEY_CLASSES_ROOT,ddsfile,0
HKEY_CLASSES_ROOT,DefaultLocationApi,1
HKEY_CLASSES_ROOT,DefaultLocationApi.1,1
HKEY_CLASSES_ROOT,DefragEngine.DefragEngine,2
HKEY_CLASSES_ROOT,DefragEngine.DefragEngine.1,1
HKEY_CLASSES_ROOT,DesktopBackground,2
HKEY_CLASSES_ROOT,desktopthemepackfile,2
HKEY_CLASSES_ROOT,DevDetail,0
HKEY_CLASSES_ROOT,device,1
HKEY_CLASSES_ROOT,device.1,1
HKEY_CLASSES_ROOT,DeviceDisplayObject,3
HKEY_CLASSES_ROOT,DeviceRect.DeviceRect,1
HKEY_CLASSES_ROOT,DeviceRect.DeviceRect.1,1
HKEY_CLASSES_ROOT,DeviceUpdate,0
HKEY_CLASSES_ROOT,DeviceUpdateCenter,0
HKEY_CLASSES_ROOT,DevToolsServer.CategoryDevTools,2
HKEY_CLASSES_ROOT,DevToolsServer.CategoryDevTools.1,1
HKEY_CLASSES_ROOT,DevToolsServer.MainServer,2
HKEY_CLASSES_ROOT,DevToolsServer.MainServer.1,1
HKEY_CLASSES_ROOT,DevToolsServer.ManageDevTools,2
HKEY_CLASSES_ROOT,DevToolsServer.ManageDevTools.1,1
HKEY_CLASSES_ROOT,DfsShell.DfsShell,2
HKEY_CLASSES_ROOT,DfsShell.DfsShell.1,1
HKEY_CLASSES_ROOT,DfsShell.DfsShellAdmin,2
HKEY_CLASSES_ROOT,DfsShell.DfsShellAdmin.1,1
HKEY_CLASSES_ROOT,DFTDef,2
HKEY_CLASSES_ROOT,Diagnostic.Cabinet,2
HKEY_CLASSES_ROOT,Diagnostic.Config,2
HKEY_CLASSES_ROOT,Diagnostic.Document,2
HKEY_CLASSES_ROOT,Diagnostic.Perfmon.Config,2
HKEY_CLASSES_ROOT,Diagnostic.Perfmon.Document,2
HKEY_CLASSES_ROOT,Diagnostic.Resmon.Config,2
HKEY_CLASSES_ROOT,DiagnosticLog,0
HKEY_CLASSES_ROOT,DirectDraw,1
HKEY_CLASSES_ROOT,DirectDraw7,1
HKEY_CLASSES_ROOT,DirectDrawClipper,1
HKEY_CLASSES_ROOT,Directory,4
HKEY_CLASSES_ROOT,DirectShow,1
HKEY_CLASSES_ROOT,DirectXFile,1
HKEY_CLASSES_ROOT,Discord,2
HKEY_CLASSES_ROOT,discord-425441516354273280,2
HKEY_CLASSES_ROOT,DiskManagement.Connection,0
HKEY_CLASSES_ROOT,DiskManagement.Control,1
HKEY_CLASSES_ROOT,DiskManagement.DataObject,1
HKEY_CLASSES_ROOT,DiskManagement.SnapIn,1
HKEY_CLASSES_ROOT,DiskManagement.SnapInAbout,1
HKEY_CLASSES_ROOT,DiskManagement.SnapInComponent,1
HKEY_CLASSES_ROOT,DiskManagement.SnapInExtension,1
HKEY_CLASSES_ROOT,DiskManagement.UITasks,1
HKEY_CLASSES_ROOT,DispatchMapper.DispatchMapper,1
HKEY_CLASSES_ROOT,DispatchMapper.DispatchMapper.1,1
HKEY_CLASSES_ROOT,DisplayServer.AdjustDesktopSizePos,2
HKEY_CLASSES_ROOT,DisplayServer.AdjustDesktopSizePos.1,1
HKEY_CLASSES_ROOT,DisplayServer.AdjustSizePosExt,2
HKEY_CLASSES_ROOT,DisplayServer.AdjustSizePosExt.1,1
HKEY_CLASSES_ROOT,DisplayServer.AppSettingsBasic,2
HKEY_CLASSES_ROOT,DisplayServer.AppSettingsBasic.1,1
HKEY_CLASSES_ROOT,DisplayServer.CategoryAppearance,2
HKEY_CLASSES_ROOT,DisplayServer.CategoryAppearance.1,1
HKEY_CLASSES_ROOT,DisplayServer.CategoryMultiMon,2
HKEY_CLASSES_ROOT,DisplayServer.CategoryMultiMon.1,1
HKEY_CLASSES_ROOT,DisplayServer.ChangeResExt,2
HKEY_CLASSES_ROOT,DisplayServer.ChangeResExt.1,1
HKEY_CLASSES_ROOT,DisplayServer.ColorCorrection,2
HKEY_CLASSES_ROOT,DisplayServer.ColorCorrection.1,1
HKEY_CLASSES_ROOT,DisplayServer.ColorSettingsAdv,2
HKEY_CLASSES_ROOT,DisplayServer.ColorSettingsAdv.1,1
HKEY_CLASSES_ROOT,DisplayServer.Config,2
HKEY_CLASSES_ROOT,DisplayServer.Config.1,1
HKEY_CLASSES_ROOT,DisplayServer.CustomRez,2
HKEY_CLASSES_ROOT,DisplayServer.CustomRez.1,1
HKEY_CLASSES_ROOT,DisplayServer.DualView,2
HKEY_CLASSES_ROOT,DisplayServer.DualView.1,1
HKEY_CLASSES_ROOT,DisplayServer.IdentifyDisp,2
HKEY_CLASSES_ROOT,DisplayServer.IdentifyDisp.1,1
HKEY_CLASSES_ROOT,DisplayServer.MultiMon,2
HKEY_CLASSES_ROOT,DisplayServer.MultiMon.1,1
HKEY_CLASSES_ROOT,DisplayServer.MultiView,2
HKEY_CLASSES_ROOT,DisplayServer.MultiView.1,1
HKEY_CLASSES_ROOT,DisplayServer.NameDisp,2
HKEY_CLASSES_ROOT,DisplayServer.NameDisp.1,1
HKEY_CLASSES_ROOT,DisplayServer.Power,2
HKEY_CLASSES_ROOT,DisplayServer.Power.1,1
HKEY_CLASSES_ROOT,DisplayServer.RotateDisplay,2
HKEY_CLASSES_ROOT,DisplayServer.RotateDisplay.1,1
HKEY_CLASSES_ROOT,DisplayServer.ScreenMove,2
HKEY_CLASSES_ROOT,DisplayServer.ScreenMove.1,1
HKEY_CLASSES_ROOT,DisplayServer.ScreenTimingDVI,2
HKEY_CLASSES_ROOT,DisplayServer.ScreenTimingDVI.1,1
HKEY_CLASSES_ROOT,DisplayServer.ServerMain,2
HKEY_CLASSES_ROOT,DisplayServer.ServerMain.1,1
HKEY_CLASSES_ROOT,DisplayServer.SetupDigitalAudio,2
HKEY_CLASSES_ROOT,DisplayServer.SetupDigitalAudio.1,1
HKEY_CLASSES_ROOT,DisplayServer.TVWizard,2
HKEY_CLASSES_ROOT,DisplayServer.TVWizard.1,1
HKEY_CLASSES_ROOT,DisplayServer.VariableRefreshRate,2
HKEY_CLASSES_ROOT,DisplayServer.VariableRefreshRate.1,1
HKEY_CLASSES_ROOT,DisplayServer.VideoAudioControl,2
HKEY_CLASSES_ROOT,DisplayServer.VideoAudioControl.1,1
HKEY_CLASSES_ROOT,DisplayServer.VideoHDCPStatus,2
HKEY_CLASSES_ROOT,DisplayServer.VideoHDCPStatus.1,1
HKEY_CLASSES_ROOT,djay,0
HKEY_CLASSES_ROOT,djay-app,0
HKEY_CLASSES_ROOT,dllfile,1
HKEY_CLASSES_ROOT,DllHostInitializer,1
HKEY_CLASSES_ROOT,DLNA-PLAYSINGLE,2
HKEY_CLASSES_ROOT,DMAcc,0
HKEY_CLASSES_ROOT,DMClient,0
HKEY_CLASSES_ROOT,DMM.CEALG,2
HKEY_CLASSES_ROOT,DMM.CEALG.1,1
HKEY_CLASSES_ROOT,DMM.ClassificationModel,2
HKEY_CLASSES_ROOT,DMM.ClassificationModel.1,1
HKEY_CLASSES_ROOT,DMM.Classifier,2
HKEY_CLASSES_ROOT,DMM.Classifier.1,1
HKEY_CLASSES_ROOT,DMM.DMMCorrCount,2
HKEY_CLASSES_ROOT,DMM.DMMCorrCount.1,1
HKEY_CLASSES_ROOT,DMM.DMMCorrCountSource,2
HKEY_CLASSES_ROOT,DMM.DMMCorrCountSource.1,1
HKEY_CLASSES_ROOT,DMM.FeatureSelection,2
HKEY_CLASSES_ROOT,DMM.FeatureSelection.1,1
HKEY_CLASSES_ROOT,DMM.MarginalModel,2
HKEY_CLASSES_ROOT,DMM.MarginalModel.1,1
HKEY_CLASSES_ROOT,DnsClient.DnsQueryAndServerOptions,1
HKEY_CLASSES_ROOT,DnsClient.DnsQueryOptions,1
HKEY_CLASSES_ROOT,DnsClient.DnsResponseException,1
HKEY_CLASSES_ROOT,DnsClient.DnsResponseParseException,1
HKEY_CLASSES_ROOT,DnsClient.LookupClient,1
HKEY_CLASSES_ROOT,DnsClient.LookupClientOptions,1
HKEY_CLASSES_ROOT,DnsClient.ServiceHostEntry,1
HKEY_CLASSES_ROOT,DNWithBinary,1
HKEY_CLASSES_ROOT,DNWithString,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.AdditionalCharacteristics.AdditionalCharacteristicsInfo,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.AdditionalCharacteristics.Characteristic,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.AlternateContent,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.AlternateContentChoice,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.AlternateContentFallback,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Base64BinaryValue,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.AbbreviatedCaseNumber,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.AlbumTitle,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.Artist,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.Author,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.AuthorList,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.BookAuthor,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.BookTitle,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.Broadcaster,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.BroadcastTitle,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.CaseNumber,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.ChapterNumber,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.City,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.Comments,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.Compiler,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.Composer,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.Conductor,1
HKEY_CLASSES_ROOT,DocumentFormat.OpenXml.Bibliography.ConferenceName,1
